ISO,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,Estimates Start After
CAF,Central African Republic,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,211.53","1,242.71","1,300.41",824.932,822.636,852.786,884.431,912.808,933.458,945.181,937.55,911.216,929.622,956.453,983.403,"1,010.73","1,037.53",2004
CAF,Central African Republic,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",492.078,551.028,566.199,380.304,424.67,377.476,402.053,450.744,488.563,479.846,494.186,525.914,557.442,589.141,621.772,655.224,689.439,2004
CAF,Central African Republic,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
TCD,Chad,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,739.94","1,684.38","1,771.95","1,812.24","1,874.21","1,846.95","1,690.28","1,600.06","1,588.15","1,587.07","1,528.14","1,497.91","1,489.48","1,484.11","1,505.79","1,528.75","1,543.73",2004
TCD,Chad,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",895.354,985.629,970.738,982.92,"1,024.84",776.105,700.558,671.18,713.034,685.677,659.674,729.844,743.841,765.721,802.39,842.102,878.215,2004
TCD,Chad,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
CHL,Chile,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","20,552.37","21,569.47","22,472.93","23,158.73","23,334.84","23,626.51","23,775.07","23,720.43","24,166.48","23,957.26","22,149.86","24,262.41","24,606.41","24,831.78","25,096.28","25,433.88","25,830.84",2020
CHL,Chile,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","12,794.28","14,610.80","15,307.80","15,804.50","14,643.50","13,571.02","13,779.40","15,034.80","15,865.54","14,619.50","12,992.98","16,799.37","17,701.62","18,606.54","19,446.29","20,304.19","21,195.99",2020
CHL,Chile,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
CHN,China,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","8,836.40","9,621.15","10,299.39","11,034.45","11,770.84","12,535.04","13,306.59","14,151.79","15,050.18","15,893.00","16,216.08","17,469.51","18,406.21","19,340.79","20,324.78","21,339.55","22,375.29",2020
CHN,China,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","4,499.80","5,553.24","6,282.71","7,039.57","7,645.88","8,034.29","8,063.45","8,760.26","9,848.95","10,170.06","10,511.34","11,891.20","12,990.01","14,040.08","15,141.55","16,295.35","17,492.96",2020
CHN,China,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
COL,Colombia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","12,208.67","12,920.02","13,291.84","13,840.95","14,327.70","14,608.60","14,749.14","14,763.90","14,879.14","15,013.55","13,721.93","14,570.07","14,964.51","15,289.75","15,650.54","16,029.93","16,431.71",2020
COL,Colombia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","6,498.57","7,518.30","8,237.29","8,409.68","8,312.06","6,337.04","6,037.13","6,577.30","6,923.64","6,546.63","5,390.92","5,892.14","6,186.66","6,446.91","6,723.38","7,016.12","7,326.74",2020
COL,Colombia,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
COM,Comoros,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","2,870.75","2,912.04","2,925.83","2,976.36","2,958.89","2,917.91","2,938.60","2,980.06","3,006.67","2,978.79","2,886.18","2,855.57","2,859.15","2,858.65","2,863.15","2,876.94","2,893.27",2015
COM,Comoros,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,322.64","1,450.16","1,403.42","1,500.73","1,505.18","1,231.14","1,256.04","1,300.57","1,386.01","1,359.75","1,355.30","1,390.06","1,426.52","1,466.97","1,509.84","1,560.31","1,613.46",2015
COM,Comoros,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
COD,Democratic Republic of the Congo,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",865.684,894.827,926.788,972.456,"1,029.79","1,065.24","1,055.57","1,059.81","1,085.84","1,097.95","1,082.45","1,100.46","1,127.10","1,165.99","1,208.86","1,252.34","1,282.66",2020
COD,Democratic Republic of the Congo,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",333.637,387.283,425.231,458.183,486.816,497.277,465.034,466.599,560.811,580.695,543.834,593.558,622.068,655.062,689.719,726.239,758.871,2020
COD,Democratic Republic of the Congo,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
COG,Republic of Congo,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","6,044.48","6,027.14","6,465.04","6,262.42","6,520.04","6,135.17","5,344.95","4,986.53","4,629.15","4,496.77","4,028.71","3,924.00","3,916.46","3,934.65","4,099.39","4,071.78","4,001.78",2018
COG,Republic of Congo,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,597.96","4,175.34","4,607.39","4,559.73","4,438.24","2,873.72","2,395.18","2,555.44","3,062.92","2,800.29","2,206.17","2,655.72","2,704.46","2,746.97","2,902.65","2,938.00","2,952.43",2018
COG,Republic of Congo,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
CRI,Costa Rica,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","16,443.35","16,948.67","17,546.98","17,756.30","18,156.75","18,593.60","19,145.00","19,711.65","20,002.17","20,239.65","19,216.37","19,759.33","20,239.31","20,650.94","21,070.94","21,520.33","22,000.61",2020
CRI,Costa Rica,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","8,268.86","9,270.57","10,107.45","10,764.53","10,853.64","11,635.20","11,986.92","12,185.26","12,428.92","12,623.19","12,056.96","11,860.22","12,294.13","12,883.88","13,509.16","14,140.21","14,853.31",2020
CRI,Costa Rica,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
CIV,Côte d'Ivoire,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","3,604.10","3,342.14","3,611.33","3,846.17","4,078.37","4,326.53","4,519.97","4,729.65","4,927.42","5,101.84","5,071.74","5,237.65","5,435.21","5,637.85","5,840.97","6,040.04","6,240.20",2015
CIV,Côte d'Ivoire,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,650.96","1,660.45","1,686.73","1,919.16","2,115.19","1,932.22","1,971.62","2,066.85","2,265.29","2,227.98","2,271.38","2,489.10","2,645.56","2,820.36","2,999.21","3,185.31","3,369.66",2015
CIV,Côte d'Ivoire,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
HRV,Croatia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","23,588.16","24,294.71","23,785.86","23,746.37","23,765.74","24,540.50","25,581.45","26,775.70","27,776.65","28,732.05","26,574.02","28,470.66","30,363.35","31,806.63","33,087.87","34,044.55","34,994.94",2020
HRV,Croatia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","13,562.42","14,608.20","13,257.02","13,673.37","13,600.79","11,780.60","12,362.59","13,450.09","15,013.37","14,945.18","13,895.94","15,807.70","17,222.70","18,728.15","20,112.76","21,231.56","22,366.51",2020
HRV,Croatia,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
CYP,Cyprus,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","38,878.40","38,076.76","35,814.59","33,318.23","33,009.16","34,513.60","36,678.70","38,277.37","39,843.46","40,522.28","37,929.82","39,195.80","40,034.60","40,754.62","41,315.66","41,842.44","42,342.07",2020
CYP,Cyprus,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","31,439.29","32,819.47","28,993.69","27,601.85","26,995.34","23,428.72","24,692.50","26,580.49","29,300.33","28,487.98","26,784.89","29,486.28","30,995.78","32,875.53","34,495.44","36,206.53","38,034.16",2020
CYP,Cyprus,Output gap in percent of potential GDP,Percent of potential GDP,,"See notes for:  Gross domestic product, constant prices (National currency).",4.706,4.473,0.382,-6.699,-9.116,-7.248,-2.755,0.409,3.515,4.358,-2.284,-1.125,-0.515,n/a,n/a,n/a,n/a,2020
CZE,Czech Republic,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","33,650.93","34,162.84","33,834.28","33,784.40","34,560.82","36,333.73","37,200.66","39,031.09","40,160.98","41,223.23","38,674.64","40,002.47","41,689.32","43,332.40","44,835.36","46,244.47","47,403.63",2019
CZE,Czech Republic,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","19,983.58","21,890.78","19,880.90","20,129.62","19,915.38","17,842.87","18,597.21","20,666.67","23,463.60","23,709.18","22,942.86","25,806.38","28,076.59","30,114.28","32,067.70","34,092.84","35,909.72",2019
CZE,Czech Republic,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
DNK,Denmark,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","51,091.82","51,533.52","51,467.39","51,743.65","52,349.88","53,268.95","54,540.79","55,673.46","56,463.28","57,409.97","56,065.51","58,021.93","59,583.84","60,534.33","61,439.63","62,358.47","63,291.04",2019
DNK,Denmark,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","58,177.16","61,864.09","58,623.41","61,325.58","62,729.50","53,478.50","54,862.85","57,772.55","61,724.49","59,861.61","61,153.92","67,919.59","70,769.47","74,314.29","78,079.21","81,950.18","85,818.70",2019
DNK,Denmark,Output gap in percent of potential GDP,Percent of potential GDP,,"See notes for:  Gross domestic product, constant prices (National currency).",-1.839,-1.236,-1.892,-2.078,-1.821,-1.056,0.456,1.427,1.567,1.804,-1.918,-0.322,0.314,n/a,n/a,n/a,n/a,2020
DJI,Djibouti,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","3,608.60","3,810.64","3,928.59","4,054.25","4,266.11","4,516.69","4,750.59","4,912.56","5,247.49","5,556.25","5,529.77","5,724.02","5,956.22","6,230.19","6,519.70","6,825.53","7,148.79",2018
DJI,Djibouti,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,835.75","2,036.94","2,188.54","2,312.72","2,465.99","2,675.58","2,818.34","2,930.67","3,141.86","3,437.16","3,481.57","3,645.50","3,869.25","4,128.17","4,406.40","4,705.36","5,026.78",2018
DJI,Djibouti,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
DMA,Dominica,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","12,405.94","12,378.21","12,469.22","12,312.82","12,755.50","12,276.71","12,607.31","12,071.43","12,492.66","12,922.49","11,324.58","11,705.62","12,630.28","13,372.07","14,012.03","14,606.64","14,977.32",2011
DMA,Dominica,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","6,980.96","7,082.74","6,994.87","7,153.47","7,388.58","7,596.22","8,089.25","7,768.35","8,118.96","8,524.70","7,416.24","7,777.02","8,559.17","9,240.85","9,876.76","10,501.81","10,983.68",2011
